MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolQC,Fence,MiscFeature,MiscVal,YrSold,SaleType,SaleCondition,SalePrice,Age_House,Age_Renovation,Garage_age,TotalSF
RL,70.0,7763,1,1,3,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,CBlock,4,4,3,5,504.0,1,108.0,319.0,931.0,GasA,4,1,SBrkr,1283,0,0,1283,1.0,0.0,1,0,3,1,3,6,6,0,3,Detchd,3,2.0,506.0,5,2,0,0,0,0,0,3,4,None,0,2,WD,Normal,140000.0,58,40,40.0,2214.0
RL,85.0,10182,1,1,0,Lvl,AllPub,CulDSac,0,Somerst,RRNn,Norm,1Fam,1Story,8,4,Hip,CompShg,VinylSd,VinylSd,Stone,420.0,2,4,PConc,0,4,2,2,1220.0,6,0.0,440.0,1660.0,GasA,0,1,SBrkr,1660,0,0,1660,1.0,0.0,2,0,3,1,2,8,6,1,2,Attchd,2,2.0,500.0,5,2,322,50,0,0,0,3,4,None,0,0,New,Partial,290000.0,14,14,14.0,3320.0
RL,70.0,11218,1,1,3,Lvl,AllPub,Inside,0,SawyerW,Norm,Norm,1Fam,2Story,6,4,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,4,PConc,2,4,3,6,0.0,6,0.0,1055.0,1055.0,GasA,0,1,SBrkr,1055,790,0,1845,0.0,0.0,2,1,3,1,2,8,6,1,5,Attchd,2,2.0,462.0,5,2,635,104,0,0,0,3,0,Shed,400,4,WD,Normal,189000.0,28,28,28.0,2900.0
RL,152.0,12134,1,1,0,Bnk,AllPub,Inside,1,Gilbert,Norm,Norm,1Fam,1.5Fin,8,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,4,Wood,2,4,0,2,427.0,6,0.0,132.0,559.0,GasA,2,1,SBrkr,1080,672,0,1752,0.0,0.0,2,0,4,1,3,8,6,0,3,Basment,2,2.0,492.0,5,2,325,12,0,0,0,3,4,None,0,4,WD,Normal,164000.0,32,15,32.0,2311.0
RL,50.0,9340,1,1,3,Lvl,AllPub,Inside,0,Edwards,Norm,Norm,1Fam,1Story,4,5,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,4,4,3,5,344.0,6,0.0,328.0,672.0,GasA,4,1,SBrkr,672,0,0,672,1.0,0.0,1,0,2,1,3,4,6,0,3,Attchd,3,1.0,234.0,5,0,0,113,0,0,0,3,4,None,0,3,WD,Normal,113000.0,79,70,79.0,1344.0
RL,60.032,10246,1,1,0,Lvl,AllPub,CulDSac,0,Sawyer,Norm,Norm,1Fam,SLvl,4,8,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,CBlock,4,1,0,2,648.0,6,0.0,0.0,648.0,GasA,0,1,SBrkr,960,0,0,960,1.0,1.0,0,0,0,1,3,3,6,0,3,Attchd,3,1.0,364.0,5,2,88,0,0,0,0,3,4,None,0,0,WD,Normal,145000.0,55,19,55.0,1608.0
RL,69.0,10205,1,1,0,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,SFoyer,5,4,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,4,4,0,1,784.0,6,0.0,141.0,925.0,GasA,4,1,SBrkr,999,0,0,999,1.0,0.0,1,0,3,1,3,6,6,0,3,Attchd,3,1.0,300.0,5,2,150,72,0,0,0,3,4,None,0,0,WD,Normal,134500.0,58,58,58.0,1924.0
RL,99.0,7094,1,1,0,Lvl,AllPub,Inside,0,Sawyer,Norm,Norm,1Fam,1Story,5,4,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,4,4,3,5,180.0,3,374.0,340.0,894.0,GasA,4,1,SBrkr,894,0,0,894,0.0,0.0,1,0,3,1,3,5,6,0,3,Detchd,2,1.0,384.0,5,2,0,0,0,0,0,3,2,None,0,1,WD,Normal,125000.0,54,54,54.0,1788.0
RM,68.0,8930,1,1,3,Lvl,AllPub,Inside,0,Sawyer,RRAe,Norm,Duplex,1.5Fin,6,4,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,Slab,3,2,4,4,0.0,4,0.0,0.0,0.0,GasA,4,1,SBrkr,1318,584,0,1902,0.0,0.0,2,0,4,2,3,8,6,0,3,Attchd,3,2.0,539.0,5,2,0,0,0,0,0,3,4,None,0,4,WD,Normal,112000.0,42,42,42.0,1902.0
FV,72.0,8640,1,1,3,Lvl,AllPub,Inside,0,Somerst,Norm,Norm,1Fam,1Story,8,4,Gable,CompShg,CemntBd,CmentBd,Stone,72.0,2,4,PConc,2,4,2,2,936.0,6,0.0,364.0,1300.0,GasA,0,1,SBrkr,1314,0,0,1314,1.0,0.0,2,0,3,1,2,6,6,0,3,Attchd,2,2.0,552.0,5,2,135,112,0,0,0,3,4,None,0,3,New,Partial,229456.0,11,11,11.0,2614.0
RM,52.0,6240,1,1,3,Lvl,AllPub,Inside,0,BrkSide,Norm,Norm,1Fam,1.5Fin,4,4,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,4,Slab,3,2,4,4,0.0,4,0.0,0.0,0.0,GasA,2,0,SBrkr,672,240,0,912,0.0,0.0,1,0,2,1,3,3,6,0,3,None,1,0.0,0.0,3,0,0,0,0,0,0,3,4,None,0,0,WD,Normal,80500.0,73,70,73.0,912.0
RM,21.0,1680,1,1,3,Lvl,AllPub,Inside,0,BrDale,Norm,Norm,Twnhs,2Story,6,4,Gable,CompShg,CemntBd,CmentBd,BrkFace,236.0,3,4,CBlock,4,4,3,6,0.0,6,0.0,672.0,672.0,GasA,4,1,SBrkr,672,546,0,1218,0.0,0.0,1,1,3,1,3,7,6,0,3,None,1,0.0,0.0,3,0,201,0,0,0,0,3,4,None,0,0,WD,Abnorml,91500.0,49,49,49.0,1890.0
RL,66.0,7800,1,1,0,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,4,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,CBlock,4,4,3,5,312.0,3,600.0,0.0,912.0,GasA,4,1,SBrkr,912,0,0,912,0.0,0.0,1,0,2,1,3,5,6,0,3,Attchd,3,1.0,288.0,5,2,0,0,0,0,0,3,4,None,0,0,WD,Abnorml,115000.0,56,56,56.0,1824.0
RL,55.0,8250,1,1,3,Lvl,AllPub,Inside,0,Sawyer,Feedr,Norm,1Fam,1Story,5,4,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,4,4,3,1,250.0,3,492.0,210.0,952.0,GasA,0,1,SBrkr,1211,0,0,1211,0.0,0.0,1,0,3,1,3,5,6,1,5,Attchd,3,1.0,322.0,5,2,0,63,0,0,0,3,4,None,0,2,WD,Normal,134000.0,52,52,52.0,2163.0
RL,78.0,10496,1,1,3,Lvl,AllPub,Inside,0,NAmes,Artery,Norm,1Fam,1.5Fin,6,5,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,320.0,3,4,CBlock,4,4,2,5,196.0,6,0.0,844.0,1040.0,GasA,0,1,SBrkr,1168,678,0,1846,0.0,0.0,2,0,3,1,3,7,6,1,2,Attchd,3,1.0,315.0,5,2,0,0,0,0,0,3,1,None,0,1,WD,Normal,143000.0,71,70,71.0,2886.0
RL,89.0,10680,1,1,3,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,2,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,44.0,3,4,CBlock,4,0,3,3,756.0,6,0.0,1380.0,2136.0,GasA,4,0,FuseA,2136,0,0,2136,0.0,0.0,2,0,4,1,3,7,4,0,3,Detchd,3,2.0,528.0,5,2,0,30,0,0,0,3,2,None,0,0,WD,Normal,137900.0,69,69,69.0,4272.0
RL,60.0,15384,1,1,0,Lvl,AllPub,Inside,0,Gilbert,RRAn,Norm,1Fam,2Story,7,4,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,4,0,2,724.0,6,0.0,64.0,788.0,GasA,0,1,SBrkr,788,702,0,1490,1.0,0.0,2,1,3,1,2,8,6,1,2,Attchd,0,2.0,388.0,5,2,100,75,0,0,0,3,4,None,0,2,WD,Normal,184000.0,16,15,16.0,2278.0
RL,65.0,10482,1,1,3,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,SLvl,6,7,Hip,CompShg,VinylSd,VinylSd,BrkFace,63.0,3,2,CBlock,4,4,0,2,507.0,6,0.0,81.0,588.0,GasA,0,1,SBrkr,1138,0,0,1138,0.0,1.0,1,0,3,1,3,6,6,0,3,Attchd,2,1.0,264.0,5,2,224,0,0,0,0,3,3,None,0,1,WD,Normal,145000.0,62,62,62.0,1726.0
RL,86.0,14598,1,1,0,Lvl,AllPub,CulDSac,0,Somerst,Feedr,Norm,1Fam,2Story,6,4,Gable,CompShg,VinylSd,VinylSd,Stone,74.0,2,4,PConc,2,4,2,6,0.0,6,0.0,894.0,894.0,GasA,0,1,SBrkr,894,1039,0,1933,0.0,0.0,2,1,4,1,2,9,6,1,2,BuiltIn,0,3.0,668.0,5,2,100,18,0,0,0,3,4,None,0,2,WD,Normal,214000.0,13,13,13.0,2827.0
RL,72.0,8872,1,1,3,Lvl,AllPub,Corner,0,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,VinylSd,VinylSd,BrkFace,300.0,3,4,CBlock,4,4,3,0,595.0,6,0.0,317.0,912.0,GasA,0,1,SBrkr,912,0,0,912,1.0,0.0,1,0,2,1,2,5,6,0,3,Detchd,3,2.0,576.0,5,2,0,240,0,0,0,3,4,None,0,2,WD,Normal,147000.0,55,12,28.0,1824.0
RL,65.0,8769,1,1,3,Lvl,AllPub,Corner,0,NridgHt,Norm,Norm,TwnhsE,1Story,9,4,Hip,CompShg,MetalSd,MetalSd,BrkFace,766.0,0,4,PConc,0,4,3,2,1540.0,6,0.0,162.0,1702.0,GasA,0,1,SBrkr,1702,0,0,1702,1.0,0.0,1,1,1,1,0,7,6,1,2,Attchd,0,3.0,1052.0,5,2,0,72,0,0,224,3,4,None,0,2,New,Partial,367294.0,12,12,12.0,3404.0
RL,70.0,7910,1,1,3,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,SLvl,5,4,Hip,CompShg,BrkFace,HdBoard,None,0.0,3,4,CBlock,4,4,3,0,666.0,6,0.0,409.0,1075.0,GasA,2,1,SBrkr,1507,0,0,1507,0.0,0.0,2,0,4,1,3,7,0,0,3,Basment,3,1.0,404.0,5,2,0,0,0,0,0,3,1,None,0,2,WD,Normal,127000.0,60,60,60.0,2582.0
RL,106.098,18890,1,1,0,Lvl,AllPub,Inside,0,Sawyer,Feedr,RRAe,Duplex,1.5Fin,5,4,Shed,CompShg,Plywood,Plywood,None,1.0,3,4,CBlock,2,4,3,2,498.0,5,211.0,652.0,1361.0,GasA,0,1,SBrkr,1361,1259,0,2620,0.0,0.0,2,2,4,2,3,12,6,1,5,BuiltIn,2,2.0,600.0,5,0,155,24,145,0,0,3,4,Gar2,8300,1,WD,Normal,190000.0,43,43,43.0,3981.0
RL,70.0,7728,1,1,3,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,Duplex,SLvl,5,5,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,120.0,3,4,CBlock,4,4,0,0,803.0,6,0.0,303.0,1106.0,GasA,4,1,SBrkr,1190,0,0,1190,1.0,0.0,1,0,3,1,3,6,6,0,3,Attchd,3,2.0,540.0,5,2,0,18,0,0,0,3,1,None,0,0,WD,Normal,132500.0,58,58,58.0,2296.0
RL,70.0,9842,1,1,3,Lvl,AllPub,FR2,0,NAmes,Norm,Norm,Duplex,1Story,4,4,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,Slab,3,2,4,4,0.0,4,0.0,0.0,0.0,GasA,4,1,SBrkr,1224,0,0,1224,0.0,0.0,2,0,2,2,3,6,6,0,3,CarPort,3,2.0,462.0,5,2,0,0,0,0,0,3,4,None,0,1,WD,Normal,101800.0,58,58,58.0,1224.0
RL,104.968,12160,1,1,0,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,4,Hip,CompShg,Plywood,Plywood,BrkFace,180.0,3,4,CBlock,4,4,3,5,1000.0,6,0.0,188.0,1188.0,GasA,1,1,SBrkr,1188,0,0,1188,1.0,0.0,1,0,3,1,3,6,6,0,3,Attchd,2,2.0,531.0,5,2,0,0,0,0,0,3,2,None,0,4,COD,Abnorml,142000.0,61,61,61.0,2376.0
RH,55.0,8525,1,1,3,Bnk,AllPub,Inside,0,SWISU,Norm,Norm,1Fam,2Story,5,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,PConc,4,4,0,6,0.0,6,0.0,940.0,940.0,GasA,4,0,FuseA,1024,940,0,1964,0.0,0.0,1,1,4,1,3,7,6,0,3,None,1,0.0,0.0,3,0,0,192,0,0,0,3,4,None,0,2,WD,Abnorml,130000.0,109,70,109.0,2904.0
RL,96.0,13132,1,1,3,Lvl,AllPub,Inside,0,Crawfor,Norm,Norm,1Fam,2Story,5,4,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,2,4,2,6,0.0,6,0.0,747.0,747.0,GasA,2,1,FuseF,892,892,0,1784,0.0,0.0,1,1,4,1,3,9,6,0,3,Detchd,3,1.0,180.0,1,0,203,40,0,0,0,3,4,None,0,0,WD,Normal,138887.0,106,70,106.0,2531.0
RL,36.0,2628,1,1,3,Lvl,AllPub,Inside,0,NridgHt,Norm,Norm,Twnhs,2Story,7,4,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,2,4,PConc,2,4,3,6,0.0,6,0.0,764.0,764.0,GasA,0,1,SBrkr,764,862,0,1626,0.0,0.0,2,1,2,1,2,6,6,0,3,BuiltIn,2,2.0,474.0,5,2,0,27,0,0,0,3,4,None,0,4,WD,Normal,175500.0,17,17,17.0,2390.0
RL,41.0,12393,1,1,1,Lvl,AllPub,FR2,0,CollgCr,Norm,Norm,1Fam,2Story,7,4,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,4,3,6,0.0,6,0.0,847.0,847.0,GasA,0,1,SBrkr,847,1101,0,1948,0.0,0.0,2,1,4,1,2,8,6,1,2,BuiltIn,0,2.0,434.0,5,2,100,48,0,0,0,3,4,None,0,0,WD,Normal,195000.0,16,15,16.0,2795.0
RL,63.0,13072,1,1,3,Lvl,AllPub,Inside,0,SawyerW,RRAe,Norm,1Fam,1Story,6,4,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,4,3,6,0.0,6,0.0,1141.0,1141.0,GasA,0,1,SBrkr,1141,0,0,1141,0.0,0.0,1,1,3,1,3,6,6,0,3,Detchd,3,2.0,484.0,5,2,0,0,0,0,0,3,4,None,0,0,WD,Abnorml,142500.0,15,15,15.0,2282.0
RL,64.0,9037,1,1,0,HLS,AllPub,Inside,0,Timber,Norm,Norm,1Fam,1Story,8,4,Hip,CompShg,VinylSd,VinylSd,BrkFace,32.0,2,4,PConc,2,4,0,2,428.0,6,0.0,1048.0,1476.0,GasA,0,1,SBrkr,1484,0,0,1484,0.0,0.0,2,0,2,1,0,6,6,1,2,Attchd,2,2.0,472.0,5,2,120,33,0,0,0,3,4,None,0,1,WD,Normal,265900.0,14,14,14.0,2960.0
RL,65.0,8158,1,1,3,Lvl,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,7,4,Gable,CompShg,VinylSd,VinylSd,BrkFace,252.0,2,4,PConc,2,4,3,2,550.0,6,0.0,334.0,884.0,GasA,0,1,SBrkr,884,884,0,1768,1.0,0.0,2,1,3,1,2,8,6,0,3,Attchd,2,2.0,543.0,5,2,0,63,0,0,0,3,4,None,0,2,WD,Normal,224900.0,17,17,17.0,2652.0
RL,83.0,9849,1,1,3,Lvl,AllPub,Inside,0,Somerst,Norm,Norm,1Fam,1Story,7,5,Hip,CompShg,VinylSd,VinylSd,Stone,0.0,2,4,PConc,2,4,0,6,0.0,6,0.0,1689.0,1689.0,GasA,0,1,SBrkr,1689,0,0,1689,0.0,0.0,2,0,3,1,2,7,6,0,3,Attchd,2,3.0,954.0,5,2,0,56,0,0,0,3,4,None,0,1,New,Partial,248328.0,13,13,13.0,3378.0
RL,85.0,10625,1,1,3,Lvl,AllPub,Inside,0,NWAmes,Norm,Norm,1Fam,SFoyer,7,5,Gable,CompShg,Plywood,Plywood,BrkFace,81.0,3,4,CBlock,2,4,1,2,885.0,3,168.0,0.0,1053.0,GasA,4,1,SBrkr,1173,0,0,1173,1.0,0.0,2,0,3,1,2,6,6,2,5,Attchd,2,2.0,528.0,5,2,0,120,0,0,0,3,2,None,0,4,WD,Family,170000.0,46,46,46.0,2226.0
RL,107.0,13891,1,1,3,Lvl,AllPub,Inside,0,NridgHt,Norm,Norm,1Fam,1Story,10,4,Gable,CompShg,VinylSd,VinylSd,None,0.0,0,4,PConc,0,1,1,2,1386.0,6,0.0,690.0,2076.0,GasA,0,1,SBrkr,2076,0,0,2076,1.0,0.0,2,1,2,1,0,7,6,1,2,Attchd,0,3.0,850.0,5,2,216,229,0,0,0,3,4,None,0,0,New,Partial,465000.0,14,14,14.0,4152.0
RL,100.674,11435,1,1,0,HLS,AllPub,Corner,1,Crawfor,Norm,Norm,1Fam,2Story,8,6,Gable,CompShg,BrkFace,Stucco,None,0.0,3,4,PConc,2,4,3,6,0.0,6,0.0,792.0,792.0,GasA,1,1,SBrkr,792,725,0,1517,0.0,0.0,1,0,3,1,2,7,6,2,2,Detchd,3,2.0,400.0,5,2,0,0,0,0,0,3,4,None,0,0,WD,Normal,230000.0,91,70,89.0,2309.0
RL,78.0,12090,1,1,3,Lvl,AllPub,Inside,0,NWAmes,Norm,Norm,1Fam,SLvl,6,6,Hip,CompShg,VinylSd,VinylSd,BrkFace,74.0,3,4,CBlock,2,4,3,6,0.0,6,0.0,585.0,585.0,GasA,0,1,SBrkr,1140,728,0,1868,0.0,0.0,3,1,3,1,3,7,6,1,5,BuiltIn,0,2.0,477.0,5,2,268,112,0,0,147,3,4,None,0,1,WD,Abnorml,178000.0,36,17,36.0,2453.0
FV,65.0,8125,1,1,3,Lvl,AllPub,Inside,0,Somerst,Norm,Norm,1Fam,2Story,7,4,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,4,3,6,0.0,6,0.0,756.0,756.0,GasA,0,1,SBrkr,756,797,0,1553,0.0,0.0,2,1,3,1,2,6,6,0,3,Attchd,2,2.0,615.0,5,2,0,45,0,0,0,3,4,None,0,0,New,Partial,186500.0,15,14,15.0,2309.0
RL,71.986,12328,1,1,0,Lvl,AllPub,Inside,0,Mitchel,Norm,Norm,1Fam,SLvl,6,4,Gable,CompShg,HdBoard,HdBoard,BrkFace,335.0,3,4,CBlock,4,4,0,2,539.0,6,0.0,473.0,1012.0,GasA,4,1,SBrkr,1034,0,0,1034,1.0,0.0,1,0,3,1,3,6,6,0,3,Attchd,3,3.0,888.0,5,2,0,0,0,0,0,3,4,None,0,4,WD,Normal,169900.0,44,44,44.0,2046.0
RM,60.0,9600,1,0,3,Lvl,AllPub,Inside,0,OldTown,Norm,Norm,1Fam,2.5Unf,6,4,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,4,BrkTil,2,4,3,5,319.0,6,0.0,416.0,735.0,OthW,1,0,SBrkr,1134,924,0,2058,0.0,0.0,1,1,3,1,3,8,6,1,2,Detchd,3,2.0,396.0,1,1,0,0,259,0,0,3,4,None,0,2,WD,Normal,129500.0,103,70,70.0,2793.0
RL,60.0,7200,1,1,3,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,4,4,3,1,534.0,5,96.0,246.0,876.0,GasA,4,1,SBrkr,988,0,0,988,0.0,0.0,1,0,3,1,3,6,6,0,3,Attchd,3,1.0,276.0,5,2,0,80,0,0,0,3,4,None,0,1,WD,Normal,119000.0,70,70,70.0,1864.0
RL,93.0,11160,1,1,3,Lvl,AllPub,Corner,0,NAmes,Norm,Norm,1Fam,1Story,7,4,Hip,CompShg,BrkFace,BrkFace,None,0.0,2,4,CBlock,4,4,3,0,1065.0,6,0.0,1045.0,2110.0,GasA,0,1,SBrkr,2110,0,0,2110,1.0,0.0,2,1,3,1,0,8,6,2,5,Attchd,0,2.0,522.0,5,2,0,0,0,0,0,3,4,None,0,4,WD,Normal,244000.0,52,52,52.0,4220.0
RL,41.002,3136,1,1,0,Lvl,AllPub,Corner,0,NridgHt,Norm,Norm,TwnhsE,1Story,7,4,Gable,CompShg,VinylSd,Wd Shng,Stone,163.0,2,4,PConc,2,4,3,6,0.0,6,0.0,1405.0,1405.0,GasA,0,1,SBrkr,1405,0,0,1405,0.0,0.0,2,0,2,1,2,6,6,1,2,Attchd,2,2.0,478.0,5,2,148,36,0,0,0,3,4,None,0,0,WD,Normal,171750.0,17,17,17.0,2810.0
RL,62.0,9858,1,1,3,Lvl,AllPub,Inside,0,Mitchel,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,4,4,3,1,510.0,6,0.0,354.0,864.0,GasA,4,1,SBrkr,874,0,0,874,1.0,0.0,1,0,3,1,3,5,6,0,3,Attchd,2,1.0,288.0,5,2,33,0,0,0,0,3,1,Shed,600,3,WD,Normal,130000.0,52,52,52.0,1738.0
RL,79.384,17542,1,1,0,Lvl,AllPub,Inside,0,Veenker,Norm,Norm,1Fam,2Story,7,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,4,CBlock,4,4,1,3,125.0,0,1031.0,36.0,1192.0,GasA,4,1,SBrkr,1516,651,0,2167,1.0,0.0,2,1,3,1,2,9,6,2,2,Attchd,2,2.0,518.0,5,2,220,47,0,0,0,3,2,None,0,1,WD,Normal,294000.0,46,17,46.0,3359.0
RL,60.0,6931,1,1,3,Lvl,AllPub,Inside,0,Edwards,Norm,Norm,1Fam,2Story,7,4,Gable,CompShg,VinylSd,VinylSd,Stone,92.0,2,4,PConc,2,4,3,6,0.0,6,0.0,746.0,746.0,GasA,0,1,SBrkr,760,896,0,1656,0.0,0.0,2,1,3,1,2,7,6,1,2,BuiltIn,0,2.0,397.0,5,2,178,128,0,0,0,3,4,None,0,2,WD,Normal,165400.0,17,16,17.0,2402.0
RM,52.0,6240,1,1,3,Lvl,AllPub,Inside,0,BrkSide,Norm,Norm,1Fam,1.5Fin,6,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,4,0,3,3,425.0,6,0.0,459.0,884.0,GasA,4,1,FuseA,959,408,0,1367,0.0,0.0,1,0,3,1,3,6,6,1,2,Detchd,3,1.0,560.0,5,2,0,0,0,0,120,3,4,None,0,1,WD,Normal,127500.0,89,70,42.0,2251.0
RL,91.0,14303,1,1,0,Lvl,AllPub,Corner,0,NoRidge,Norm,Norm,1Fam,1Story,8,4,Hip,CompShg,HdBoard,HdBoard,BrkFace,554.0,2,4,PConc,2,4,1,2,1314.0,6,0.0,672.0,1986.0,GasA,0,1,SBrkr,1987,0,0,1987,1.0,0.0,2,0,2,1,2,7,6,1,5,Attchd,0,2.0,691.0,5,2,262,36,0,0,0,3,4,None,0,2,WD,Normal,301500.0,26,26,26.0,3973.0
RL,56.0,4060,1,1,3,Lvl,AllPub,Corner,0,Edwards,Feedr,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,PConc,1,4,3,6,0.0,6,0.0,864.0,864.0,GasA,0,1,SBrkr,864,0,0,864,0.0,0.0,1,0,2,1,3,4,6,0,3,None,1,0.0,0.0,3,2,0,96,0,0,0,3,4,None,0,3,WD,Normal,99900.0,98,70,98.0,1728.0
RL,59.0,9587,1,1,0,Lvl,AllPub,Inside,0,Gilbert,Norm,Norm,1Fam,SLvl,7,4,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,2,4,PConc,2,4,1,2,655.0,6,0.0,201.0,856.0,GasA,0,1,SBrkr,1166,0,0,1166,1.0,0.0,2,0,2,1,2,5,6,0,3,Attchd,0,2.0,400.0,5,2,212,0,0,0,0,3,4,None,0,2,WD,Normal,190000.0,15,15,15.0,2022.0
RL,65.0,9750,1,1,3,Lvl,AllPub,FR2,0,NAmes,Norm,Norm,1Fam,1Story,6,7,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,2,4,3,0,602.0,3,438.0,14.0,1054.0,GasA,2,1,SBrkr,1054,0,0,1054,1.0,0.0,1,1,3,1,3,6,6,0,3,Attchd,3,2.0,460.0,5,2,180,0,0,0,80,3,4,None,0,2,WD,Normal,151000.0,51,51,51.0,2108.0
RL,124.048,24682,1,1,2,Lvl,AllPub,CulDSac,0,Gilbert,RRAn,Norm,1Fam,2Story,6,4,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,2,4,3,6,0.0,6,0.0,841.0,841.0,GasA,0,1,SBrkr,892,783,0,1675,0.0,0.0,2,1,3,1,3,7,6,1,5,BuiltIn,0,2.0,502.0,5,2,0,103,0,0,0,3,4,None,0,3,WD,Normal,181000.0,21,21,21.0,2516.0
RL,80.0,9600,1,1,3,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,4,4,3,5,504.0,6,0.0,546.0,1050.0,GasA,2,1,SBrkr,1050,0,0,1050,0.0,0.0,1,0,2,1,3,5,6,0,3,Attchd,3,1.0,338.0,5,2,0,0,0,0,0,3,4,None,0,3,WD,Normal,128900.0,64,64,64.0,2100.0
RL,77.336,11250,1,1,3,Lvl,AllPub,Inside,0,ClearCr,Norm,Norm,1Fam,1.5Fin,4,4,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,CBlock,4,4,0,6,0.0,6,0.0,1104.0,1104.0,GasA,0,1,FuseA,1104,684,0,1788,1.0,0.0,1,0,5,1,3,8,3,2,5,Attchd,3,1.0,304.0,5,2,120,0,0,0,0,3,4,None,0,3,WD,Normal,161500.0,63,31,63.0,2892.0
RL,60.0,13515,1,2,3,Lvl,AllPub,Inside,0,BrkSide,Norm,Norm,1Fam,2Story,6,5,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,PConc,4,4,3,6,0.0,6,0.0,764.0,764.0,GasA,0,1,FuseA,1060,764,0,1824,0.0,0.0,1,0,3,1,3,8,6,1,2,Detchd,3,2.0,520.0,5,0,0,0,126,0,0,3,0,None,0,1,WD,Normal,180500.0,101,70,80.0,2588.0
